supplier,model,type,image_input,action,catalog_source,lifecycle_source
SiliconFlow,Qwen/Qwen3-VL-Reranker-8B,rerank,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3.5-122B-A10B,vlm,yes,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3.5-27B,vlm,yes,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3.5-35B-A3B,vlm,yes,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3.5-397B-A17B,vlm,yes,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3.5-4B,vlm,yes,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3.5-9B,vlm,yes,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3.6-27B,vlm,yes,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3.6-35B-A3B,vlm,yes,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Qwen/Qwen3.8-27B,llm,yes,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,THUDM/GLM-4-32B-0414,llm,no,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,THUDM/GLM-4-9B-0414,llm,no,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,THUDM/GLM-4.1V-9B-Thinking,vlm,yes,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,THUDM/GLM-Z1-9B-0414,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,TeleAI/TeleSpeechASR,stt,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Tongyi-MAI/Z-Image,text2image,not_applicable,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Tongyi-MAI/Z-Image-Turbo,text2image,not_applicable,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Wan-AI/Wan2.2-I2V-A14B,text2video,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,Wan-AI/Wan2.2-T2V-A14B,text2video,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,XingChenAGI/Xing4.0-29B,llm,no,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,XingChenAGI/XingChenASR-Diarize-V3.0,stt,not_applicable,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,XingChenAGI/XingChenASR-V3.2,stt,not_applicable,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,XingChenAGI/XingChenASR-V3.2-Ultra,stt,not_applicable,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,XingChenAGI/XingChenGSR-V1.0,stt,not_applicable,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,baidu/ERNIE-Image-Turbo,text2image,not_applicable,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,deepseek-ai/DeepSeek-OCR,vlm,yes,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,deepseek-ai/DeepSeek-R1,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,deepseek-ai/DeepSeek-V3,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,deepseek-ai/DeepSeek-V3.1-Terminus,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,deepseek-ai/DeepSeek-V3.2,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,deepseek-ai/DeepSeek-V4-Flash,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,deepseek-ai/DeepSeek-V4-Pro,llm,no,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,fnlp/MOSS-TTSD-v0.5,tts,not_applicable,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,inclusionAI/Ling-flash-2.0,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,inclusionAI/Ling-mini-2.0,llm,no,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,meituan-longcat/LongCat-2.0,llm,no,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,moonshotai/Kimi-K2-Instruct-0905,llm,no,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,moonshotai/Kimi-K2-Thinking,llm,no,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,moonshotai/Kimi-K2.7-Code,llm,yes,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,netease-youdao/bce-embedding-base_v1,embed,not_applicable,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,netease-youdao/bce-reranker-base_v1,rerank,not_applicable,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,stepfun-ai/Step-3.5-Flash,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,tencent/Hunyuan-A13B-Instruct,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,tencent/Hunyuan-MT-7B,llm,no,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,tencent/Hy4-preview,llm,no,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,zai-org/GLM-4.5-Air,llm,no,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,zai-org/GLM-4.5V,vlm,yes,keep,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,zai-org/GLM-4.6,llm,no,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,zai-org/GLM-4.6V,vlm,yes,remove,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,zai-org/GLM-5.2,llm,no,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
SiliconFlow,zai-org/GLM-5.3,llm,no,add,https://www.siliconflow.cn/models,https://docs.siliconflow.cn/docs/release-notes/overview
